Codigo,Descripcion,Familia,Stock
V03EL128,"ADTAB PERRO  1,3-2,5 KG 1-compri",PROYMA FARMACIA,11
V03EL129,"ADTAB PERRO  2,5 -5,5K -1comprim",PROYMA FARMACIA,9
V03EL134,ADTAB GATO 2-8 KG -1 comprimido,PROYMA FARMACIA,0
V03EL145,"ADTAB PERRO  5,5-11 K - 3 compri",PROYMA FARMACIA,3
V04VN1080,RED CELL CABALLOS 900 ML.,VETNOVA,1
V04VN1194,MULTIVA Calmin Dog Sma-Mini 25/u,VETNOVA,6
V07A509,Enc. ARTERO TOALLA/BOLSILLOS,ARTERO,0
V07C622,"ARTERO CUCHILLA SIZE-10  1,6m",ARTERO,5
V07H687,ARTERO DEDALES LIMPIADOR OIDOS,ARTERO,24
V07HS764,Enc. ARTERO CHAMPU TSUNAMI 100ML,ARTERO,0
V07P806,Enc. ARTERO CARDA CLASSIC T-XS,ARTERO,0
V07P954,Enc. ARTERO CARDA ESPC.NUDOS T-L,ARTERO,0
V07P965,Enc. ARTERO RASTRILLO EXTR.T-M,ARTERO,0
V07P984,Enc. ARTERO PEINE VOLUMEN CORNER,ARTERO,0
V10612140,COLLAR NYLON BANDERA ESPA¥OLA 40,COLLARES,43
V1450608,SILINDE CHAMPU PELO NEGRO 5 L.,PELUQUERIA Y LIMPIEZA,2
V1450610,SILINDE CHAMPU REP INSC TOTAL 1L,PELUQUERIA Y LIMPIEZA,20
V14PT47604,TOALLITAS RELAX COCO+LAVANDA 50,PELUQUERIA Y LIMPIEZA,13
V152122,ADAPTIL calm DIFUSOR+RECAMBIO,PROYMA FARMACIA,0
V174205512,ALPHA ONLY ONE WEEK MENU 12 KG.,ALPHA SPIRIT,2
V174206503,ALPHA ONLY AVES DE CORRAL 3 KG.,ALPHA SPIRIT,14
V18561L3, VARIO LED FLASH BELT L NEGRO,FLEXI,3
V18CL31T5251SNEO,FLEXI NEON CINTA AMARILLO T-L 5m,FLEXI,14
V21019330002,CABEZADA CUADRA NYLON PONY ROJO,ZALDI,3
V21062536505,MANTA IMPERM. Perro AZUL 65 CM,ZALDI,0
V245004/BG,*** CAMA IMPERMEABLE BEIGE N§4,GAMAR - CUNAS,9
V261404,KIKI PORTANIDOS N§.10 METAL,KIKI,24
V26215,KIKI COBAYA CONE INDIA 800(20),KIKI,24
V26224,KIKI AGAPORNI COTOR NINFA 1K (20,KIKI,183
V26410,KIKI BOTE ARENA BLANCA ANIS 2(12,KIKI,13
V264103,KIKI NUTRI-PSITTA LOROS 1 KG (7,KIKI,14
V26417,"KIKI GRIT CON OSTRAS 1,5 KG.(6)",KIKI,28
V264256,KIKI GUSANOS DE LA HARINA 350 GR,KIKI,41
V270462423,NIDO MADERA AGAPORNIS VERT/HORIZ,PAJAROS,15
V2713195,*** COLLAR ENGRASADO GALGO,ARTICULOS VP,4
V2911040,LAMPARA INFRARROJA 150 W.,GAUN,10
V2911100,TOLVA COLGANTE AVES METALI 20 K.,GAUN,4
V2914295,BEBEDERO/COMEDERO BOTE. CRISTAL,GAUN,4
V2926000-TIENDA,TOLVA RECTA 1 HUECO,GAUN,4
V2932586,PUERTA TRAMPA GRANDE,GAUN,3
V2945105,BEBEDERO MIXTO AUTO. AVES,GAUN,4
V30AFP8231,*** JUGUETE HIDR.REFRESC NARA,HAGEN,2
V31277523,CATISFACTIONS MIX POLL&PATO (6),MARS,10
V31602773,"DENTASTIX MENSUA PEQU 7,5 E (4)",MARS,26
V33729209,SHAMBI PASTA CRIA TROPIC 300G(6,DAPAC PREMIUM SHAMBI,23
V4150420,   JAULA PAJARO BLANCO 30x18x31,PEDROS,1
V4151898,PALO MADERA LORO 25x1 MT.,PEDROS,14
V4188610,"TRANSPORTIN PECES ""Pedros"" 3 L.",PEDROS,3
V45BBX10616,BUBIMEX CAJA AZUL PLAYA,BUBIMEX,250
V45BBX2015,STICKS ROEDOR MIEL 2 Udes.110G,BUBIMEX,35
V45BBX2016,STICKS ROEDOR VERDURAS 2 Ud.110G,BUBIMEX,19
V45BBX2029,SNACK ROEDOR RATATOUILLE 80 GR.,BUBIMEX,31
V45BBX2077,ALGODON PARA ROEDORES 50 GR.,BUBIMEX,89
V45BBX25301,Collar Nylon Negro 25mm 45/65 cm,BUBIMEX,15
V45BBX25601,Arn‚s Nylon Negro  15 mm 40/65 c,BUBIMEX,15
V45BBX2647,ARNES ANIMAL PRINT T-XS FUCSIA,BUBIMEX,13
V45BBX265,COLLAR LED LUMINOSO ROSA 30-70CM,BUBIMEX,5
V45BBX2656,EMPU¥ADURA ANIMAL PRINT FUCSIA,BUBIMEX,14
V45BBX266,COLLAR LED LUMINOSO NEGRO 30-70C,BUBIMEX,4
V45BBX3277,CHAMPU ACONDICIONADOR 1L.,BUBIMEX,14
V45BBX333,DENTAL+PLAQUE DESTRUCTOR 80 GR.,BUBIMEX,94
V45BBX340,PINZA GARRAPATAS 9 cm.,BUBIMEX,1
V45BBX3492,ROLLER PELU ANTIBACTERIAS,BUBIMEX,49
V02EMSAMAN,DAPAC MANTILLO 50 L. EMUFLO,JARDINERIA - SEMILLAS,14
V02FC25355,FRESH COOKIE APPLE 300 GR.,DAPAC PREMIUM SNACK,35
V02FD06-TIENDA,FRESH DENTAL STICKS 75 GR (1 UN,DAPAC PREMIUM SNACK,0
V02FN32-TIENDA,FRESH MONEDITAS POLLO 100 GR.,DAPAC PREMIUM SNACK,0
V02FN35,FRESH CORAZON DE POLLO 16 Uds,DAPAC PREMIUM SNACK,0
V02FNRPB05,HUESO PRENSADO 21 CM. 180 GR.,DAPAC PREMIUM SNACK,41
V02FR34,RAW VEJIGA ROLLITOS BUFALO 500 G,DAPAC PREMIUM SNACK,15
V02FR54,ENC RAW OREJA TERNERA C/PELO 120,DAPAC PREMIUM SNACK,1
V02KMC2238,*** KM RATON+PELOTA SISAL VERDE,ARTICULOS VP,27
V02PET0046,PET SANA CHAMPU REPEL-INSEC 5 L.,PELUQUERIA Y LIMPIEZA,2
V02PETS6003M,PS RASTRILLO QUITAPELO T-M,ARTICULOS VP,5
V02PETS727335,PET SANA CHAMPU ALOE VERA 750 ML,PELUQUERIA Y LIMPIEZA,18
V02PETS9629,PS PEINE DESENREDANTE PUA STAND.,ARTICULOS VP,21
V02S01050600,TRANSPORTIN TWINBEE SKUDO 6 IATA,ARTICULOS VP,12
V02S01050700,TRANSPORTIN TWINBEE SKUDO 7 IATA,ARTICULOS VP,7
V02SUM0010,JUGUETE ARO PERFUMADO 11 CM. N§1,JUGUETES DAPAC,33
V031100441,COLLAR PREVENDOG 60cm 1- Collar,PROYMA FARMACIA,38
V031110010,EFFIPRO SPRAY 100 ML.,PROYMA FARMACIA,6
V0319400317-TIEN,EFFITIX 4-10 KG. (S) 1 Pipeta,PROYMA FARMACIA,6
V03B102010,"(MR) BRAVECTO  2-4,5Kg 1/Comp",PROYMA FARMACIA,2
V04VN1190,Enc. ACALMA CATS SPRAY 60 ML.,VETNOVA,0
V04VN1256,ENC BENER RC 180 ml.,VETNOVA,0
V07B825,"Enc CORREA INDIVI MUY GRANDE 22""",ARTERO,0
V07C352,"CUCHILLA AESCULAP GT710 1,8m",ARTERO,2
V07H629,Enc. CHAMPU INTENSIFYNG 1L.,ARTERO,-2
V07H760,Enc.ARTERO ACONDICIONADOR 4CATS,ARTERO,0
V07P783,Enc.ARTERO STRIPPING N§3 ZURDOS,ARTERO,0
V07P940,CARDA PUA PROTEGIDA XS,ARTERO,5
V07P973,Enc. ARTERO RASTRILLO T-L,ARTERO,0
V102008,*** COLLAR CUERO PROTEC NEGRO 55,COLLARES,4
V10612168,CORREA ADIEST.NYLON BANDERA ESPA,COLLARES,18
V1070120,*** CORREA C/ CADENA 100x3 NATU,COLLARES,1
V1070130,*** CORREA C/ CADENA 60x3 NATURA,COLLARES,3
V1450603,SILINDE CHAMPU PELO MARRO 250 ML,PELUQUERIA Y LIMPIEZA,7
V152132,ADAPTIL COLLAR T-S PERRO 45cm.,PROYMA FARMACIA,1
V1776601,ALPHA RISTRA FISH 12x16 ud,ALPHA SPIRIT,6
V18561S3,* VARIO LED FLASH BELT S-M NEGRO,FLEXI,2
V18CF00T3251BL,FLEXI COMFORT CINTA XS AZUL 3 m.,FLEXI,5
V203103,PLATINUM ADULT CHICKEN 5K(3Udes),SEMI-HUMEDOS,33
V21001040001,ACION ESTRIBO VAQUERA C/HEBILLA,ZALDI,1
V21002020000,ALMOHAZA PLASTICO CON PUAS 24408,ZALDI,8
V21019330008,CABEZADA CUADRA NYLON PONY GRIS,ZALDI,1
V21062534505,MANTA IMPERM. Perro AZUL 45 CM,ZALDI,0
V21062537504,MANTA IMPERM. Perro VERDE 75 CM,ZALDI,0
V21105060000,TRABA NYLON/BORREGUILLO 2349,ZALDI,1
V21141130150,PIEDRA SAL C/CUERDA ZALDI 1 K+/-,ZALDI,13
V245004/RJ,*** CAMA IMPERMEABLE SALMON N§.4,GAMAR - CUNAS,6
V261439,KIKI NIDO PERIQUITOS TRONCO NATU,KIKI,7
V26303,KIKI EXTRA INSECTIVOROS 1 KG (5,KIKI,40
V2630516, KIKI MAX MENU COTORRI 1K(10,KIKI,5
V265228,KIKI CANARIOS S/ AVENA 5Kg (4),KIKI,76
V2911180,TOLVA COLGANTE AVES 16 KG.PLASTI,GAUN,9
V2911290,TOLVA ROOSTER 20 KG.,GAUN,2
V2911300, COMEDERO POLLITOS METAL. 50CM,GAUN,6
V2914460,BEBEDERO PAJAROS MINI AUTOMATICO,GAUN,6
V2914535,COMEDERO SEMILLAS PLASTICO PEQUE,GAUN,3
V2925200,TES DERIVACION AGUA,GAUN,61
V2930102,BEBEDERO/COMEDERO PALOMAS 8 LTS,GAUN,3
V2970003,ARENA DE DIATOMEAS NUFODRY 3 KG,GAUN,-1
V2971255,ENC CASETA MADERA TECHO PLANO GR,GAUN,0
V3080530,TROPICAN PARA LOROS 820 GR.(6),HAGEN,36
V3092675,BOZAL ZEUS ALPHA T 5-XL,HAGEN,13
V30AFP8233,*** JUGUETE HIDRAT.REFRE LIMON,HAGEN,2
V31103428-TIENDA,PEDIGREE BISCROK 500 GRS. (1),MARS,7
V31260311,CATISFACTIONS SALMON 60 GR. (6),MARS,10
V31360002,CESAR CLASICOS POLLO 150 GR(14),MARS,6
V33728943,SHAMBI PASTA CRIA AMARIL 900g (6,DAPAC PREMIUM SHAMBI,64
V33729513,ESSENTIALS SUSHI 85 GR.,DAPAC PREMIUM SNACK,73
V33NK01020,SHAMBI ALPISTE 1K. (10),DAPAC PREMIUM SHAMBI,35
V33NK03501,"SHAMBI CANARIO C/AVENA 3,5KG.",DAPAC PREMIUM SHAMBI,66
V33NK25006,SHAMBI DAPAC PERDICES 20K,DAPAC PREMIUM SHAMBI,4
V4151181,"NIDO PLASTICO N§.1  9,7x9,7x3",PEDROS,22
V4151777,BIZCOCHERO INTERIOR C/APOYO 2 ud,PEDROS,5
V4151831,NIDO PLASTICO C/ENG.PLAST 1-uni,PEDROS,128
V421007,CBD ACEITE PERRO GRAN 1000 20 ML,CANDIDTAIL,5
V45BBX10457,BOLSA 30x40 MM.,BUBIMEX,500
V45BBX2010,SNACK ROEDOR GOTAS YOGUR 75 GR.,BUBIMEX,24
V45BBX2034,PIEDRA PARA ROER CON ZANAHORIA,BUBIMEX,25
V45BBX2107,JUGUETE SNACKS ROEDORES 10 cm.,BUBIMEX,6
V45BBX25002,Collar Nylon Verde 10mm 20/30 cm,BUBIMEX,14
V45BBX25900,Correa Nylon Rojo  10 mm 120 cm,BUBIMEX,15
V45BBX26301,Correa Nylon Negro 25 mm 37 cm,BUBIMEX,15
V02D745026,SHAMBI NINFAS AGAPORNIS EXT.20K,DAPAC PREMIUM SHAMBI,23
V02DMJY61410,DM HUESO CILINDRO 20 CM.,JUGUETES DAPAC,39
V02DMJY61505,DM PELOTA YUTE NARANJA 10 CM.,JUGUETES DAPAC,21
V02DMJY61912,DM PELOTA 6 NUDOS TIRADORES 8x25,JUGUETES DAPAC,15
V02DMJY63405-2,DM FLOR YUTE 25 CM.,JUGUETES DAPAC,38
V02DMPEL24112,"EXPOSITOR PELOTAS BILLAR 6,3 CM.",ARTICULOS VP,2
V02DMPTT12,DM PELOTA TENIS ( 12 Udes ),ARTICULOS VP,21
V02FD01,DISPLAY DENTALS FOODIES MIX,DAPAC PREMIUM SNACK,13
V02FD03-TIENDA,DENTALS CLEAN.BONES 60G (1-UNID),DAPAC PREMIUM SNACK,0
V02FR08,RAW TRAQUEA DE BUFALO 500 GR.,DAPAC PREMIUM SNACK,73
V02FR45,RAW OREJA DE CONEJO C/PELO 200 G,DAPAC PREMIUM SNACK,48
V02FR60,ENC. RAW OREJA CONEJO C/PELO 375,DAPAC PREMIUM SNACK,1
V02KMCT1680-B,KM RATON+PELOTA SISAL BLCO Y NAR,JUGUETES DAPAC,18
V02PET0111,PET SANA ANTIMORDE.MUEBLES 125ML,PELUQUERIA Y LIMPIEZA,24
V02PETS727281,PET SANA CHAMPU PELO NEGRO 300 m,PELUQUERIA Y LIMPIEZA,19
V02PPBD1,EXP. PORTA POOBAGS COLOR 12 Udes,ARTICULOS VP,9
V02PR727410,enc DAPAC GAMMARUS 900 Gr 7500L,DAPAC ACUARIOFILIA,0
V02SUM0005,PELOTA DURA PERFUMADA 8 CM.,JUGUETES DAPAC,10
V02VM205-EL4,JAULA METAL CRO.NEGRA EX-GRU 109,ARTICULOS VP,2
V02W121180,RASCADOR HEXAGONO REFUGIO 60,ARTICULOS VP,2
V02WBF103,"COLLAR ISABELINO S 12,5 CM.",ACCESORIOS DAPAC,13
V02WBF105,COLLAR ISABELINO L 20 CM.,ACCESORIOS DAPAC,8
V02WBF205,COLLAR ISABELINO DELUXE T-L,ACCESORIOS DAPAC,8
V02WLLAC-212,en CONTROLADOR TEMPERATURA Y LUZ,PECES,0
V02WN144,TERMOCALENTADOR SEA STAR 200W,PECES,4
V0321400959,FRONTPRO   2-4 Kg.  3 Comprimido,PROYMA FARMACIA,10
V0333-CL,ADVANTIX Clinico24 (0a4 kg)04ml,PROYMA FARMACIA,2
V03D560606,FRONTLINE TRI-ACT 6 pip  5-10 KG,PROYMA FARMACIA,6
V07H246,Enc. POLVO HEMOSTATICO DRAKULA,ARTERO,0
V07H259,CORTA SANGRE HEMOSTATICO 15 GR.,ARTERO,32
V07H635,ARTERO CHAMPU BASIC (NEUTRO) 5 L,ARTERO,5
V07H720,Enc.ARTERO SET COMESTICA CANICHE,ARTERO,-20
V07P809,Enc. ARTERO CARDA DOBLE FLEX T-L,ARTERO,0
V07P815,Enc. ARTERO CARDA ARTICULADA DOB,ARTERO,0
V07P978,Enc. ARTE CUCHILLA STRIPPING 05,ARTERO,-6
V10804005,*** COLLAR BIOTHANE 40 ESPA¥A,COLLARES,7
V13CLSP30L31,SANICAT KITTY FRIEND CLASSIC 30L,TOLSA,86
V1450623,Enc.SILINDE CHAMPU CACHORROS 5 L,PELUQUERIA Y LIMPIEZA,0
V1450810,SILINDE DESODORANTE SPRAY TALCO,PELUQUERIA Y LIMPIEZA,6
V173002201,"ALPHA SOFT FISH 1,5 KG.",ALPHA SPIRIT,8
V174204503,ALPHA ONLY ONE DUCK 3 KG.,ALPHA SPIRIT,19
V175101415,ALPHA RISTRA JAMON 12x16 u.,ALPHA SPIRIT,1
V1751044,ALPHA RISTRA CHICKEN 12x16 u.,ALPHA SPIRIT,3
V18CL20T5251S,FLEXI NEW CINTA M NEGRO 5 m.,FLEXI,54
V21133190500,"EFFOL CARAMELOS MINT SNACK 0,5 K",ZALDI,7
V2460RX6,ROSQUILLA RELAX ROSA N§.2 60 CM.,GAMAR - CUNAS,3
V2480RX5,ROSQUILLA RELAX CHOCO N§.4 80 CM,GAMAR - CUNAS,7
V2490RX2,ROSQUILLA RELAX GRIS N§.5 90 CM.,GAMAR - CUNAS,0
V261432,TRANSPORTIN CARTON PEQUE¥ PAJARO,KIKI,1012
V2630508,KIKI MAX MENU CONEJO 1 KG.(5),KIKI,95
V2911145,ANILLO ANTIDESPERDICIO TOLV 10/5,GAUN,1
V2911150,TOLVA PLASTICO AVES 4 KG.,GAUN,14
V2914010,PORTALAMPARAS ALUMINIO,GAUN,5
V2914055,CESTA PARA HUEVOS,GAUN,0
V2924650,BEBEDERO AVES 1 L.,GAUN,13
V2925155,RACOR SALIDA DEPOSITO LATON,GAUN,6
V2960730,COMEDERO CABALLOS MOD.PEGASO,GAUN,1
V31260313-TIENDA,CATISFACT.POLLO 60 GR. (1),MARS,0
V31286705,CESAR MULTI RECE CAMPE 4*150 (6),MARS,8
V31287040,CESAR MULTIPA CAMPESIN 8*150 (3),MARS,7
V31359946,CESAR BUEY 150 GR (14),MARS,6
V31474847,SHEBA FINESSE TRA SALMON 22*85,MARS,7
V4151041,COMEDERO TRIPLE (40 unid/caja),PEDROS,198
V4151461,PALO PLASTICO INYECT. 16 CM.,PEDROS,2
V45BBX25403,Collar Nylon Marron 40mm 55/70 c,BUBIMEX,15
V45BBX25800,Arn‚s Nylon Rojo  25 mm 75/120 c,BUBIMEX,14
V45BBX2620,CORREA ANIMAL PRINT T-XS GRIS,BUBIMEX,15
V45BBX2626,COLLAR ANIMAL PRINT T-XS AZUL,BUBIMEX,14
V45BBX2636,CORREA ANIMAL PRINT T-XS AZUL,BUBIMEX,15
V45BBX2669,CORREA ANIMAL PRINT T-S BLANCO,BUBIMEX,12
V45BBX2687,ARNES+CORREA ANI PRI T-XS BLANCO,BUBIMEX,18
V45BBX312,COMEDERO ACERO INOX ANILLO 11 cm,BUBIMEX,22
V45BBX327,BUBIMEX CHAMPU NEUTRO 250 ML.,BUBIMEX,8
V45BBX346,SPRAY ATRAYENTE 175 ML.,BUBIMEX,23
V45BBX451,DENTAL+ PELOTA DENTAL 7 cm,BUBIMEX,17
V45BBX4601,HUESO RELLENO ULTRA STRONG T-S,BUBIMEX,9
V45BBX4701,BATE DE BEISBOL DE FELPA,BUBIMEX,4
V02ZD6,BOZAL CESTA PLASTICO N§.6 MARRON,ACCESORIOS DAPAC,6
V04288230-TIENDA,ROLLO SECAMANOS papel 1unidad,VETNOVA,0
V04VN-1245,Enc. MULTIVA Viramax 30 Udes.,VETNOVA,0
V07H668,ARTERO CHAMPU BYE BYE 5 L.,ARTERO,1
V07H693,ARTERO PERFUME FRESH 90 ML.,ARTERO,9
V07H762,Enc. ARTERO PROTECTOR SOLAR 250,ARTERO,-12
V07M339,ENC ARTER ESQUILADO PREMIU 2velo,ARTERO,0
V07P784,Enc.ARTERO STRIPPING N§7 ZURDOS,ARTERO,0
V07P946,ARTERO SUPER COAT DOBLE T-M,ARTERO,13
V07P947,ARTERO CORTANUDOS HOJAS LAR,ARTERO,12
V1010653,COLLAR CUERO LISO 65 NEGRO **,COLLARES,8
V1010700,*** COLLAR CUERO LISO 70 NATURA,COLLARES,6
V1070123,*** CORREA C/ CADENA 100x3 NEGRA,COLLARES,7
V121069,SNACKS PULMON DE 1 KG.,COMASOLIVA,7
V1450541,AROMATHERAPY ANTIARA¥AZOS 250ML.,PELUQUERIA Y LIMPIEZA,8
V1450618,SILINDE CHAMPU ACEIT VISON 250 M,PELUQUERIA Y LIMPIEZA,24
V1450635,SILINDE CREMA SUAVIZANTE 5 L.,PELUQUERIA Y LIMPIEZA,10
V152226,FELIWAY CLASSIC SPRAY 60 ml.,PROYMA FARMACIA,4
V18560M3, VARIO SOFT STOP BEL M NEGRO,FLEXI,2
V18CL30T5251R,FLEXI NEW CINTA L ROJO  5 m.,FLEXI,41
V21019330208,CABEZADA CUADRA NYLON FULL GRIS,ZALDI,1
V21019590201,CABEZADA MONTAR CUERO D/RIE.NEGR,ZALDI,0
V21091040002,RAMAL DAR CUERDA ALG.PLANO 8M RJ,ZALDI,1
V261422,TRANSPORTIN CARTON GR. PAJ.(140),KIKI,134
V2630526,KIKI MAX MENU ROED CONEJOS 15 Kg,KIKI,3
V2630529,KIKI MAX MENU PERIQUITO 500g (6),KIKI,89
V2910130,PONEDERO 2 DPTO. FONDO PLAST,GAUN,3
V2911111,TAPA TOLVA AVES 10 KG.,GAUN,1
V2911295,TOLVA ROOSTER 40 KG.,GAUN,2
V2914555,HOTEL DE INSECTOS,GAUN,2
V2930051,TOLVA PERDICES CON TAPA,GAUN,8
V2989300,BIDON CON ASA 12 LTS.,GAUN,0
V3043742W,FUENTE BEBEDERO FLOR 3 L.,HAGEN,3
V31473509,en WHISKAS TEMPATIO POLLO 6*60 G,MARS,1
V33728981,SHAMBI PASTA CRIA TROPIC 900G(6),DAPAC PREMIUM SHAMBI,23
V33729018,SHAMBI PAPILLA BOTE 125 GR.,DAPAC PREMIUM SHAMBI,0
V33729537,ESSENTIALS MINI HUESITOS 85 GR.,DAPAC PREMIUM SNACK,-15
V39123,PALITO MASTICABLE MADER CAFE T-S,CANOPHERA,57
V4150910,JAULA CRIA METRO NOVA BLANCO,PEDROS,8
V45BBX2032,PIEDRA PARA ROER CON ALGAS,BUBIMEX,12
V45BBX2038,BLOQUE DE SAL HIMALAYA 60 GR.,BUBIMEX,21
V45BBX2039,CHIPS DE ZANAHORIAS 100 GR.,BUBIMEX,31
V45BBX2047,SNACK CHIPS DE BANANAS 150 GR.,BUBIMEX,10
V45BBX26103,Correa Nylon Marron 20 mm 100 cm,BUBIMEX,15
V45BBX2618,ARNES ANIMAL PRINT T-L GRIS,BUBIMEX,13
V45BBX2625,CORREA ANIMAL PRINT TRIPOS GRIS,BUBIMEX,14
V45BBX2640,EMPU¥ADURA ANIMLA PRINT AZUL,BUBIMEX,15
V45BBX26403,Correa Nylon Marron  3 positions,BUBIMEX,15
V45BBX2679,ARNES+CORREA ANI PRIN T-XS AZUL,BUBIMEX,19
V45BBX2680,COLLAR GATO ANIMAL PRINT AZUL,BUBIMEX,17
V45BBX2682,ARNES+CORREA ANI PRI T-XXS FUCSI,BUBIMEX,20
V45BBX3020,BUBIMEX BOLAS DE GRASA 6 Udes.,BUBIMEX,29
V45BBX4081,JUGUETE ULTRA STRONG RUBB TUERCA,BUBIMEX,7
V45BBX4422,JUGUETE MORDEDOR GOMA NATURAL,BUBIMEX,6
V45BBX4425,JUGUETE PELOTA GOMA NATURAL,BUBIMEX,9
V45BBX4426,BETA PELOTA CAUCHO NATURAL 7 cm.,BUBIMEX,3
V45BBX4502,SQUEAK BALL S x3,BUBIMEX,21
V45BBX4603,Hueso relleno ultra strong Nylon,BUBIMEX,24
V45BBX4744,PELUCHE PERRO CON CUERDA,BUBIMEX,16
V45BBX540,HUESO NUDO GRANEL 7 CM (25u),BUBIMEX,9
V45BBX557,PALITOS NATURALES CON TRIPA 60u,BUBIMEX,33
V45BBX6194,DENTAL+DENTIES MULTIPACK T-L,BUBIMEX,40
V45BBX620,GALLETAS DUO RELLENAS CARNE 500,BUBIMEX,33
V45BBX621,GALLETAS MULTI SURTIDO 500 GR.,BUBIMEX,46
V45BBX644,GALLETAS MAXIS GRANEL 10 KG.,BUBIMEX,0
V45BBX6552,VEGGIES STICKS NATURALES L 36 Ud,BUBIMEX,4
V45BBX7477,CUERNO DE OVEJA L-XL 200 GR.,BUBIMEX,15
V45BBX7600,FILETS DE PATO 70 GR.,BUBIMEX,60
V45BBX7611,TAQUITOS DE PATO 50 GR.,BUBIMEX,88
V45BBX78022,PELUCHE RENO FELIZ 30 CM.,BUBIMEX,8
V45BBX798,NATURE LABEL PIEL DE SALMON 60g,BUBIMEX,20
V45BBX7980,NATURE LABEL PIEL DE SALMON 100,BUBIMEX,24
V45BBX8007R,HUESO PRENSADO 26 cm. 5 Udes.,BUBIMEX,11
V02FPC00185-TIEN,FRESH CAT PILLOW POLLO 40 GR.,DAPAC PREMIUM SNACK,11
V02FR02,RAW CECINA DE BUFALO 100 GR.,DAPAC PREMIUM SNACK,27
V02FR5085GR,NERVIOS DE BUEY 1 kg. (30 aprox),DAPAC PREMIUM SNACK,8
V02FR59,ENC. RAW PATAS PATO 600 Udes.,DAPAC PREMIUM SNACK,4
V02KMCT19006,KM CA¥A DE PESCAR PEZ AZUL,JUGUETES DAPAC,15
V02PETS422M,PS CARDA CON PUAS METALICAS T-M,ARTICULOS VP,4
V02PETS9620,PS PEINE DESENREDANTE PUA GRUESA,ARTICULOS VP,5
V02SUM0014,JUGUETE ARO ERIZO PERFUMADO L-3,JUGUETES DAPAC,28
V02WN101,FILTRO INTERIOR 300 L/H 60L,PECES,26
V02WN1191,REFLECTO LED 3W ACUHX280C 30C,PECES,2
V02WN350,ESPONJA MALLA  FILTRA 45X45X5,PECES,5
V02ZNA11KGS,ARNES REFORZADO MULTIFUNCION T-S,ACCESORIOS DAPAC,27
V03D558826,FRONTLINE TRI-ACT 3 pipe 10-20KG,PROYMA FARMACIA,15
V055001170,MASTERLAC CON CµNULA AEROSOL,QUIMICA DE MUNGIA,8
V07C565,Enc. ARTERO CUCHILLA ANCHA N§30,ARTERO,0
V07H653,ARTERO PERFUME IMPACT 90,ARTERO,19
V07H654,ARTERO PERFUME VIOLET 90 ML.,ARTERO,19
V07P754,Enc. ARTERO CARDA METALICA T-XS,ARTERO,0
V07P781,Enc. ARTERO CEPILLO NYL CERDA M,ARTERO,0
V07P787,Enc. ARTERO MANOPLA GOMA DOBLE,ARTERO,-6
V07P825,Enc. ARTERO MANOPLA GOMA AZUL,ARTERO,0
V07P933,CARDA PUA NATURE T-L,ARTERO,8
V07P956,CEPILLO PUA METAL.MANTEQUILLA L,ARTERO,9
V07P964,Enc. ARTERO RASTRILLO PUA GIRATO,ARTERO,0
V102014,COLLAR CUERO PROTECTOR NEGRO 65C,COLLARES,3
V102612150,COLLAR BANDERA ESPA DOBL 50C,COLLARES,9
V10804001,*** COLLAR BIOTHANE 40 AMARILLO,COLLARES,1
V11LLTP045L,CAMA REI CELESTE/BROWN T-L 85x60,CAL REI,4
V121027,*** MORRO DE CERDO CON MIEL,COMASOLIVA,2
V123022,*** OREJA CONEJO C/PELO 1 KG.,COMASOLIVA,13
V1450607,SILINDE CHAMPU PELO NEGRO 1L,PELUQUERIA Y LIMPIEZA,8
V1450621,SILINDE CHAMPU CACHORROS 250 ML.,PELUQUERIA Y LIMPIEZA,24
V173001209,ALPHA SOFT MULTIPROTEIN caja 9KG,ALPHA SPIRIT,12
V18CL10T5251R,FLEXI NEW CINTA S ROJO 5 m.,FLEXI,96
V18CL10T5251S,FLEXI NEW CINTA S NEGRO 5 m.,FLEXI,109
V20430,ZEN EVO BARRITA CORDER/ARROZ 800,DAPAC SUPER PREMIUM ZEN,61
V21019330129,CABEZADA CUADRA NYLON COB B/ESPA,ZALDI,1
V21043841250,"FILETE ANILLA GOMA BLANDA 12,5 C",ZALDI,1
V21058131400,ESCOFINA GP SIN MANGO R05-33B,ZALDI,1
V24292SB/04,COLCHON RELAX NEGRO 75x60 CM.,GAMAR - CUNAS,0
V24292SB/06,COLCHON RELAX CHOCO 75x60 CM.,GAMAR - CUNAS,0
V25150100,SPRAY DENTAL DENTICAN 125ML.,ARTICULOS VP,61
V26411,en KIKI GOLD PASTA CRIA AMAR.5k,KIKI,0
V265002,KIKI ALPISTE BOLSA 5 KG.   (4),KIKI,25
V2911061,BEBEDERO POLLITOS PREMIUM 8L.,GAUN,3
V2911170,TOLVA COLGANTE AVES 12 KG.PLASTI,GAUN,2
V2926100-TIENDA,TOLVA RECTA 2 HUECOS,GAUN,4
V2960700,BEBEDERO CABALLOS P-6 ABS.,GAUN,3
V2971240,CASETA MADERA TECHO 2 AGUAS GRAN,GAUN,1
V3080531,"TROPICAN PARA LOROS 1,8 KG.",HAGEN,8
V31279215,CESAR MULTIPACK SENIOR 4*150,MARS,10
V31456267,"* DENTASTIX MENSUAL GRAN 12,50(4",MARS,-1
V31467266,FROLIC MINI 800 gr (5),MARS,1
